ticker,signal_date,entry_date,entry_price,exit_date,exit_price,days_held,pnl,exit_reason,win,variant,rs,sil,year,sma50_slope
ADI,2023-07-27,2023-07-28,198.29,2023-08-03,190.68,3,-0.038378,Stop Loss,False,baseline,-3.718298154269961,6,2023,1.244529035424412
ADM,2023-12-07,2023-12-08,74.13,2023-12-14,75.48,3,0.018211,Stop Loss,True,baseline,-10.203788729128426,2,2023,-1.1848918870582943
ADM,2023-12-11,2023-12-12,75.0,2023-12-14,75.48,1,0.0064,Stop Loss,True,baseline,-9.328630466975074,3,2023,-0.9215152331062189
ADP,2023-06-30,2023-07-03,218.22,2023-07-18,233.39,9,0.069517,Profit Target,True,baseline,-5.6481777639451725,2,2023,0.18228857711516952
ADP,2023-08-23,2023-08-24,251.87,2023-09-11,249.28,10,-0.010283,Time Exit,False,baseline,13.97933052771605,3,2023,3.1978237765512874
ADP,2023-08-25,2023-08-28,254.9,2023-09-11,249.28,8,-0.022048,Stop Loss,False,baseline,15.167501129757422,4,2023,3.0175675202381664
ADP,2023-12-26,2023-12-27,231.89,2024-01-12,236.65,10,0.020527,Time Exit,True,baseline,-14.165953512599305,5,2023,-1.0149484012665462
ADP,2023-12-29,2024-01-02,233.38,2024-01-18,235.06,10,0.007199,Time Exit,True,baseline,-16.238770034305162,6,2023,-1.341694228229703
ADSK,2023-07-31,2023-08-01,211.17,2023-08-03,203.97,1,-0.034096,Stop Loss,False,baseline,-3.1759866366438017,2,2023,1.7418027103445821
ADSK,2023-08-14,2023-08-15,209.91,2023-08-17,203.96,1,-0.028345,Stop Loss,False,baseline,-3.64725954033569,3,2023,0.6358134776379267
ADSK,2023-09-14,2023-09-15,216.67,2023-09-19,212.13,1,-0.020953,Stop Loss,False,baseline,0.6329749871385681,4,2023,1.2896339850248522
AEE,2023-05-01,2023-05-02,89.63,2023-05-15,87.96,8,-0.018632,Stop Loss,False,baseline,4.3098545104198305,4,2023,0.9840315861231224
AEE,2023-05-04,2023-05-05,89.87,2023-05-15,87.96,5,-0.021253,Stop Loss,False,baseline,7.2814111266552795,5,2023,0.954166913181316
AEE,2023-05-10,2023-05-11,89.94,2023-05-15,87.96,1,-0.022015,Stop Loss,False,baseline,5.348178644068113,6,2023,0.9882076176516935
AEE,2023-11-30,2023-12-01,77.62,2023-12-15,73.47,9,-0.053466,Stop Loss,False,baseline,-4.006798166900394,7,2023,-0.7227768489909113
AEP,2023-12-26,2023-12-27,80.71,2024-01-12,80.86,10,0.001859,Time Exit,True,baseline,1.0621026223256447,6,2023,2.13652569979721
AFL,2023-01-24,2023-01-25,72.45,2023-02-03,68.61,6,-0.053002,Stop Loss,False,baseline,10.787123535856512,1,2023,1.6082887279390519
AFL,2023-10-06,2023-10-09,77.6,2023-10-24,77.67,10,0.000902,Time Exit,True,baseline,15.919989952736447,2,2023,1.3365453243740386
AFL,2023-12-07,2023-12-08,82.0,2023-12-18,80.96,5,-0.012683,Stop Loss,False,baseline,4.3189922819928395,3,2023,1.4228668354562217
AFL,2023-12-29,2024-01-02,82.55,2024-01-10,81.1,5,-0.017565,Stop Loss,False,baseline,-4.0415921089100415,4,2023,0.5400178168644275
AIZ,2023-02-15,2023-02-16,130.88,2023-02-24,126.96,4,-0.029951,Stop Loss,False,baseline,1.0697530241067232,1,2023,0.9133324907352265
AIZ,2023-06-13,2023-06-14,130.42,2023-06-16,129.35,1,-0.008204,Stop Loss,False,baseline,6.304190635107099,2,2023,1.5131982792452094
AIZ,2023-09-12,2023-09-13,141.44,2023-09-18,138.68,2,-0.019514,Stop Loss,False,baseline,5.817791337019185,3,2023,1.7649268889131666
AIZ,2023-09-14,2023-09-15,139.94,2023-10-02,143.43,10,0.024939,Time Exit,True,baseline,3.6421418265826455,4,2023,1.9405157195155613
AIZ,2023-10-24,2023-10-25,147.19,2023-11-02,164.97,5,0.120796,Profit Target,True,baseline,15.941940202023797,5,2023,0.9935553442390355
AIZ,2023-12-19,2023-12-20,166.33,2024-01-08,168.6,10,0.013648,Time Exit,True,baseline,2.9731629799335746,6,2023,2.8971863843966816
AIZ,2023-12-28,2023-12-29,167.44,2024-01-10,163.34,6,-0.024486,Stop Loss,False,baseline,4.0845408326635635,7,2023,2.322611148168692
AJG,2023-02-07,2023-02-08,196.34,2023-02-15,187.56,4,-0.044718,Stop Loss,False,baseline,-2.877886841246613,4,2023,0.402552377133091
AJG,2023-02-13,2023-02-14,195.31,2023-02-16,188.22,1,-0.036301,Stop Loss,False,baseline,-1.3819491847113285,5,2023,-0.030762552064710184
AJG,2023-06-12,2023-06-13,208.15,2023-06-29,210.94,10,0.013404,Time Exit,True,baseline,4.455270910459497,6,2023,1.9650654804779062
AJG,2023-07-17,2023-07-18,216.52,2023-08-02,218.37,10,0.008544,Time Exit,True,baseline,-4.975711700579,7,2023,0.6815409316991805
AJG,2023-07-20,2023-07-21,219.47,2023-07-31,215.87,5,-0.016403,Stop Loss,False,baseline,-6.024005557650014,8,2023,0.4965509408632044
AJG,2023-08-21,2023-08-22,221.67,2023-09-07,228.22,10,0.029548,Time Exit,True,baseline,2.4245905560222214,9,2023,1.7628335722765132
AJG,2023-10-06,2023-10-09,230.79,2023-10-24,229.05,10,-0.007539,Time Exit,False,baseline,12.87040529015615,10,2023,1.0833432846051922
AJG,2023-11-30,2023-12-01,248.4,2023-12-07,243.15,3,-0.021135,Stop Loss,False,baseline,5.364080119283199,11,2023,1.4611802945590906
AKAM,2023-04-27,2023-04-28,81.2,2023-05-03,79.3,2,-0.023399,Stop Loss,False,baseline,-9.166202558210712,3,2023,-1.6944859689985103
AKAM,2023-07-03,2023-07-05,90.6,2023-07-20,93.23,10,0.029029,Time Exit,True,baseline,7.256384777365454,4,2023,1.8543288769129098
AKAM,2023-07-10,2023-07-11,91.0,2023-07-26,93.41,10,0.026484,Time Exit,True,baseline,2.8758597841573197,5,2023,1.930643482891271
AKAM,2023-10-04,2023-10-05,106.54,2023-10-09,105.2,1,-0.012577,Stop Loss,False,baseline,21.82736133181036,6,2023,2.837244102448859
AKAM,2023-10-10,2023-10-11,108.57,2023-10-16,106.93,2,-0.015105,Stop Loss,False,baseline,19.667532100719963,7,2023,2.555644610063059
AKAM,2023-10-16,2023-10-17,107.3,2023-10-23,103.84,3,-0.032246,Stop Loss,False,baseline,19.709439491876058,8,2023,2.590446380120014
ALGN,2023-08-28,2023-08-29,358.15,2023-09-08,339.61,6,-0.051766,Stop Loss,False,baseline,15.293653648882355,6,2023,2.4829541923676888
ALL,2023-10-04,2023-10-05,111.42,2023-10-16,121.0,6,0.085981,Profit Target,True,baseline,8.367085294613407,4,2023,1.01384495483989
ALL,2023-12-28,2023-12-29,139.83,2024-01-05,149.34,3,0.068011,Profit Target,True,baseline,13.203216883711066,5,2023,3.278480814040973
ALLE,2023-05-17,2023-05-18,108.74,2023-05-25,106.57,4,-0.019956,Stop Loss,False,baseline,-7.80277299980956,1,2023,-0.9695305097985449
ALLE,2023-07-10,2023-07-11,119.23,2023-07-26,120.44,10,0.010148,Profit Target,True,baseline,9.741775933390716,2,2023,2.606329931744511
ALNY,2023-05-04,2023-05-05,209.01,2023-05-10,209.39,2,0.001818,Stop Loss,True,baseline,-4.332026751069373,8,2023,-1.4712975634155618
AMAT,2023-07-13,2023-07-14,144.57,2023-07-20,137.82,3,-0.04669,Stop Loss,False,baseline,19.66735000149964,2,2023,4.664372981147199
AMAT,2023-12-11,2023-12-12,155.14,2023-12-28,165.0,10,0.063556,Time Exit,True,baseline,6.462399405423969,5,2023,1.7107112676718206
AME,2023-01-31,2023-02-01,144.63,2023-02-16,144.4,10,-0.00159,Time Exit,False,baseline,0.46086551733139913,6,2023,0.8106117363730649
AME,2023-02-17,2023-02-21,145.01,2023-02-23,141.94,1,-0.021171,Stop Loss,False,baseline,1.5837141746918082,7,2023,0.5452703446610976
AME,2023-05-25,2023-05-26,146.06,2023-06-13,151.18,10,0.035054,Time Exit,True,baseline,-1.8515546453314657,8,2023,0.9803946205292134
AME,2023-07-17,2023-07-18,157.74,2023-08-02,160.77,10,0.019209,Time Exit,True,baseline,4.986100242771863,9,2023,2.5912512588149372
AME,2023-07-25,2023-07-26,157.87,2023-08-10,159.63,10,0.011148,Time Exit,True,baseline,5.573672950786612,10,2023,1.9521735384562164
AME,2023-07-31,2023-08-01,157.58,2023-08-16,156.52,10,-0.006727,Time Exit,False,baseline,-2.0271192139261762,11,2023,1.770367567314678
AME,2023-08-07,2023-08-08,160.01,2023-08-16,156.52,5,-0.021811,Stop Loss,False,baseline,2.352855690105793,12,2023,1.643451984558518
AMGN,2023-08-04,2023-08-07,244.25,2023-08-09,259.92,1,0.064156,Profit Target,True,baseline,-4.308784339479033,5,2023,0.5975454758157611
AMGN,2023-10-24,2023-10-25,275.09,2023-10-27,268.95,1,-0.02232,Stop Loss,False,baseline,26.15208636484665,6,2023,2.4708896832192697
AMGN,2023-11-14,2023-11-15,270.28,2023-11-20,262.59,2,-0.028452,Stop Loss,False,baseline,2.3985865187778455,7,2023,0.8517153002083553
AMP,2023-08-29,2023-08-30,340.43,2023-09-15,347.87,10,0.021855,Time Exit,True,baseline,4.04161299052419,3,2023,0.9844496287867828
AMT,2023-01-31,2023-02-01,221.89,2023-02-07,218.93,3,-0.01334,Stop Loss,False,baseline,1.3967444543991903,6,2023,0.8624067773284984
AMZN,2023-07-28,2023-07-31,133.2,2023-08-03,127.48,2,-0.042943,Stop Loss,False,baseline,15.569560836491302,2,2023,3.7016405093208116
AMZN,2023-08-21,2023-08-22,135.08,2023-08-25,132.47,2,-0.019322,Stop Loss,False,baseline,11.158617043093756,3,2023,2.308866862603606
AMZN,2023-08-23,2023-08-24,136.4,2023-08-28,133.78,1,-0.019208,Stop Loss,False,baseline,5.954258117997857,4,2023,1.9390247009348696
AMZN,2023-08-31,2023-09-01,139.46,2023-09-06,136.32,1,-0.022515,Stop Loss,False,baseline,8.261795563234674,5,2023,1.4078392971235199
AMZN,2023-09-07,2023-09-08,136.86,2023-09-22,131.11,9,-0.042014,Stop Loss,False,baseline,6.959075483733224,6,2023,1.253367013629582
AMZN,2023-12-07,2023-12-08,145.48,2023-12-26,153.56,10,0.05554,Time Exit,True,baseline,-0.2549568137496072,7,2023,1.8580381004549507
ANET,2023-04-10,2023-04-11,40.5,2023-04-20,38.77,6,-0.042716,Stop Loss,False,baseline,36.02646251840056,1,2023,6.777865424918576
ANET,2023-04-13,2023-04-14,41.03,2023-04-20,38.77,3,-0.055082,Stop Loss,False,baseline,37.68119602168192,2,2023,6.14013346661779
ANET,2023-07-10,2023-07-11,40.12,2023-07-19,43.62,5,0.087046,Profit Target,True,baseline,-9.513995326347525,4,2023,-0.1273795182026391
ANET,2023-10-04,2023-10-05,46.4,2023-10-20,48.16,10,0.037929,Time Exit,True,baseline,18.194290652852054,5,2023,1.3186453407155216
AON,2023-02-07,2023-02-08,318.01,2023-02-16,310.43,5,-0.023836,Stop Loss,False,baseline,2.708062133726652,4,2023,1.4673313589685568
AON,2023-02-13,2023-02-14,321.64,2023-02-16,310.43,1,-0.034853,Stop Loss,False,baseline,5.136125831154481,5,2023,1.07204118587288
AON,2023-05-05,2023-05-08,329.52,2023-05-18,321.75,7,-0.02358,Stop Loss,False,baseline,2.111294405064257,6,2023,0.9173056340335066
AON,2023-11-30,2023-12-01,328.68,2023-12-06,322.67,2,-0.018285,Stop Loss,False,baseline,-4.360792076945752,7,2023,-0.538956499068359
AOS,2023-03-08,2023-03-09,67.16,2023-03-13,64.92,1,-0.033353,Stop Loss,False,baseline,13.50587437556543,2,2023,2.9414814311840414
AOS,2023-05-18,2023-05-19,69.62,2023-05-23,67.49,1,-0.030595,Stop Loss,False,baseline,0.4251699643526452,4,2023,0.6901125636008169
APA,2023-07-07,2023-07-10,34.89,2023-07-12,36.88,1,0.057036,Profit Target,True,baseline,-19.40696497058316,1,2023,-2.9463909563804997
APA,2023-08-29,2023-08-30,43.82,2023-09-12,43.55,7,-0.006162,Stop Loss,False,baseline,26.585765778733194,2,2023,5.096302388599191
APD,2023-07-12,2023-07-13,294.63,2023-07-28,304.96,10,0.035061,Time Exit,True,baseline,-4.937198163512213,5,2023,0.11317273078141146
APH,2023-01-31,2023-02-01,39.75,2023-02-16,40.26,10,0.012956,Time Exit,True,baseline,-2.12605037199296,5,2023,0.3709353952860492
APH,2023-02-13,2023-02-14,40.37,2023-02-22,38.91,4,-0.036046,Stop Loss,False,baseline,-1.8538964467582186,6,2023,0.4296627380813497
APH,2023-03-08,2023-03-09,39.79,2023-03-13,37.98,1,-0.045609,Stop Loss,False,baseline,-0.42785410557293346,7,2023,-0.07011410287116553
APH,2023-08-29,2023-08-30,43.85,2023-09-11,43.22,6,-0.014369,Stop Loss,False,baseline,9.450327866650321,8,2023,1.5513977083555133
APO,2023-07-07,2023-07-10,75.84,2023-07-17,79.14,4,0.043513,Profit Target,True,baseline,13.985955962722741,9,2023,3.3468382448442573
APO,2023-08-23,2023-08-24,83.7,2023-09-11,88.84,10,0.06141,Time Exit,True,baseline,18.940407967653307,10,2023,2.8086137149894648
APO,2023-12-26,2023-12-27,92.7,2024-01-03,90.35,3,-0.025351,Stop Loss,False,baseline,-7.975578138361383,11,2023,0.9772072547783314
ARES,2023-03-08,2023-03-09,83.29,2023-03-13,72.22,1,-0.132909,Stop Loss,False,baseline,18.996783363907976,2,2023,3.2499669881484796
ARES,2023-04-27,2023-04-28,82.18,2023-05-02,84.81,1,0.032003,Profit Target,True,baseline,-1.821176348922715,3,2023,-0.0335294524505467
ARES,2023-07-11,2023-07-12,97.17,2023-07-27,101.11,10,0.040548,Time Exit,True,baseline,7.981212816567829,4,2023,2.3721722864563257
ARES,2023-08-10,2023-08-11,100.97,2023-08-16,97.54,2,-0.03397,Stop Loss,False,baseline,15.98529072188779,5,2023,3.5177402649882055
ARES,2023-08-14,2023-08-15,100.77,2023-08-17,98.08,1,-0.026694,Stop Loss,False,baseline,15.274581856221015,6,2023,3.327286363062344
ARES,2023-08-25,2023-08-28,100.5,2023-09-13,105.69,10,0.051642,Time Exit,True,baseline,9.299492458435378,7,2023,1.547266605482683
ARES,2023-09-28,2023-09-29,105.31,2023-10-03,102.0,1,-0.031431,Stop Loss,False,baseline,14.380655881867055,8,2023,1.3201436158589868
ARES,2023-10-05,2023-10-06,105.37,2023-10-23,101.25,10,-0.0391,Stop Loss,False,baseline,10.36168210566717,9,2023,0.4389945840429058
ARES,2023-12-08,2023-12-11,111.06,2023-12-27,118.54,10,0.067351,Time Exit,True,baseline,1.4752407125961264,11,2023,0.9847844471492271
ASML,2023-02-13,2023-02-14,661.71,2023-02-21,638.01,3,-0.035816,Stop Loss,False,baseline,11.564780535807984,2,2023,2.6689949542102815
ASML,2023-05-05,2023-05-08,651.75,2023-05-10,654.38,1,0.004035,Stop Loss,True,baseline,-3.4402923214820857,3,2023,-0.7660438730394299
ASML,2023-07-12,2023-07-13,741.17,2023-07-20,697.0,4,-0.059595,Stop Loss,False,baseline,5.679608729715313,4,2023,2.573588349872065
ATO,2023-02-10,2023-02-13,116.26,2023-02-17,115.96,3,-0.00258,Stop Loss,False,baseline,1.7887845459584106,4,2023,0.2219151667130102
ATO,2023-05-04,2023-05-05,117.42,2023-05-19,116.06,9,-0.011582,Stop Loss,False,baseline,2.6409034712467694,5,2023,-0.22509997282263075
ATO,2023-05-17,2023-05-18,115.8,2023-05-30,113.7,6,-0.018135,Stop Loss,False,baseline,-3.2019684061342257,6,2023,0.7816380847506688
ATO,2023-05-19,2023-05-22,116.62,2023-05-26,114.75,3,-0.016035,Stop Loss,False,baseline,-4.910993095815663,7,2023,0.8875351162309749
ATO,2023-06-07,2023-06-08,116.79,2023-06-26,115.03,10,-0.01507,Stop Loss,False,baseline,-4.346157749956858,8,2023,0.6078107586115824
ATO,2023-06-21,2023-06-22,117.93,2023-06-26,115.03,1,-0.024591,Stop Loss,False,baseline,-3.0490719881941963,9,2023,0.8238801418305747
ATO,2023-06-26,2023-06-27,116.43,2023-07-13,120.32,10,0.033411,Time Exit,True,baseline,-2.931829685119758,10,2023,0.4739500192774964
ATO,2023-07-03,2023-07-05,117.15,2023-07-20,118.86,10,0.014597,Time Exit,True,baseline,-6.826892972711529,11,2023,0.21833813238317404
ATO,2023-12-22,2023-12-26,114.74,2024-01-11,117.76,10,0.02632,Time Exit,True,baseline,-2.3232015390581173,12,2023,1.202819414282601
AVGO,2023-03-02,2023-03-03,61.77,2023-03-20,63.27,10,0.024348,Time Exit,True,baseline,13.262060030571254,3,2023,1.4698102370648156
AVGO,2023-03-30,2023-03-31,63.05,2023-04-11,63.08,5,0.000381,Stop Loss,True,baseline,7.925209561644131,4,2023,1.949214165609741
AVGO,2023-04-18,2023-04-19,62.68,2023-04-27,61.62,5,-0.016912,Stop Loss,False,baseline,5.325505359424976,5,2023,1.1166739469524065
AVGO,2023-05-01,2023-05-02,62.58,2023-05-04,61.0,1,-0.025185,Stop Loss,False,baseline,5.982090391713846,6,2023,0.8728305046999272
AVGO,2023-06-27,2023-06-28,83.87,2023-07-13,89.89,9,0.071787,Profit Target,True,baseline,25.702843688884336,7,2023,6.69701522958715
AVGO,2023-07-10,2023-07-11,88.11,2023-07-26,90.9,10,0.031653,Time Exit,True,baseline,34.273587221739945,8,2023,6.415093364418044
AVGO,2023-08-07,2023-08-08,89.01,2023-08-10,85.31,1,-0.041535,Stop Loss,False,baseline,33.557935204377664,9,2023,5.856514192640826
AVGO,2023-11-02,2023-11-03,87.75,2023-11-13,95.0,5,0.082678,Profit Target,True,baseline,6.76686101624524,10,2023,0.1542081737456672
AVY,2023-01-31,2023-02-01,187.7,2023-02-03,186.4,1,-0.006926,Stop Loss,False,baseline,3.5043669015626167,3,2023,1.0792810772217445
AVY,2023-09-14,2023-09-15,182.9,2023-10-02,181.75,10,-0.006288,Time Exit,False,baseline,4.181886184523331,4,2023,1.6026757981907347
AVY,2023-10-17,2023-10-18,183.03,2023-10-20,177.28,1,-0.031416,Stop Loss,False,baseline,9.766129992402506,5,2023,0.03842291107650516
AWK,2023-05-10,2023-05-11,149.99,2023-05-17,144.91,3,-0.033869,Stop Loss,False,baseline,0.23710700016534858,6,2023,0.30900121044636525
AWK,2023-12-19,2023-12-20,132.42,2024-01-08,131.48,10,-0.007099,Time Exit,False,baseline,-9.19752400917413,7,2023,1.6977606591359093
AWK,2023-12-26,2023-12-27,132.14,2024-01-12,132.3,10,0.001211,Time Exit,True,baseline,-0.8575109920697654,8,2023,2.040793257744047
AXON,2023-03-29,2023-03-30,219.3,2023-04-06,217.0,4,-0.010488,Stop Loss,False,baseline,23.490358894538875,3,2023,4.0294504400262925
AXON,2023-05-08,2023-05-09,222.08,2023-05-11,197.84,1,-0.10915,Stop Loss,False,baseline,19.06489842626682,4,2023,2.400149454340102
AXON,2023-10-09,2023-10-10,210.0,2023-10-25,212.58,10,0.012286,Time Exit,True,baseline,10.563353130217045,5,2023,1.2329810817909281
AXP,2023-03-03,2023-03-06,178.56,2023-03-09,179.6,2,0.005824,Stop Loss,True,baseline,13.1354178597765,4,2023,2.8266497288821357
AXP,2023-06-28,2023-06-29,170.58,2023-07-17,172.94,10,0.013835,Time Exit,True,baseline,-2.5270835403222502,5,2023,1.024006226384231
AXP,2023-07-10,2023-07-11,172.5,2023-07-24,167.59,8,-0.028464,Stop Loss,False,baseline,-0.536289261755396,6,2023,1.205818221396465
AZO,2023-03-06,2023-03-07,2522.88,2023-03-09,2467.1,1,-0.02211,Stop Loss,False,baseline,-0.23990322652096552,3,2023,0.957293064496257
AZO,2023-07-25,2023-07-26,2501.22,2023-07-28,2456.99,1,-0.017683,Stop Loss,False,baseline,-15.585236054902873,4,2023,-1.4287254751718466
AZO,2023-08-11,2023-08-14,2489.22,2023-08-22,2438.14,5,-0.020521,Stop Loss,False,baseline,-14.630266247775891,5,2023,-0.47542012941708495
AZO,2023-10-06,2023-10-09,2540.0,2023-10-23,2485.0,9,-0.021654,Stop Loss,False,baseline,4.098377275643649,6,2023,0.27869199475062534
AZO,2023-12-12,2023-12-13,2677.64,2023-12-18,2638.0,2,-0.014804,Stop Loss,False,baseline,2.688425599861066,7,2023,0.7670153236765502
AZO,2023-12-19,2023-12-20,2637.56,2023-12-27,2568.15,3,-0.026316,Stop Loss,False,baseline,-7.738417122834607,8,2023,0.9367880676262234
BA,2023-02-07,2023-02-08,213.07,2023-02-21,208.99,7,-0.019149,Stop Loss,False,baseline,15.743088469488864,2,2023,3.8805219550403383
BA,2023-07-05,2023-07-06,212.48,2023-07-21,213.89,10,0.006636,Time Exit,True,baseline,-6.983095959081442,3,2023,0.10447834575632335
BA,2023-07-10,2023-07-11,212.92,2023-07-20,208.83,6,-0.019209,Stop Loss,False,baseline,-6.465288233437327,4,2023,0.4853110921491451
BA,2023-07-24,2023-07-25,214.2,2023-07-27,235.25,1,0.098273,Profit Target,True,baseline,-5.362202622964807,5,2023,1.1825965246113128
BAC,2023-07-11,2023-07-12,29.51,2023-07-20,31.33,5,0.061674,Profit Target,True,baseline,-8.967199637367829,4,2023,-0.6840116630593357
BALL,2023-07-12,2023-07-13,56.46,2023-07-17,56.1,1,-0.006376,Stop Loss,False,baseline,3.0292336278146204,3,2023,1.847993794058983
BALL,2023-07-19,2023-07-20,57.26,2023-08-04,58.82,10,0.027244,Time Exit,True,baseline,-1.288438663396163,4,2023,0.9906434056305197
BBY,2023-02-13,2023-02-14,86.86,2023-02-22,83.2,4,-0.042137,Stop Loss,False,baseline,21.84922460927947,5,2023,2.518399092536753
BBY,2023-07-17,2023-07-18,82.07,2023-08-02,82.23,10,0.00195,Time Exit,True,baseline,3.8917142949870254,6,2023,2.1476402236179797
BDX,2023-08-25,2023-08-28,221.16,2023-09-06,213.74,5,-0.033522,Stop Loss,False,baseline,8.554416743108462,3,2023,1.979507697476734
BEN,2023-06-26,2023-06-27,25.96,2023-07-12,28.24,9,0.087827,Profit Target,True,baseline,-8.470827545601878,4,2023,-0.24752329393656963
BF-B,2023-05-10,2023-05-11,64.1,2023-05-18,63.1,4,-0.015601,Stop Loss,False,baseline,-1.7045327439933144,2,2023,-0.18600899924512115
BF-B,2023-05-22,2023-05-23,64.17,2023-05-25,61.54,1,-0.040985,Stop Loss,False,baseline,-6.674572795106959,3,2023,-0.3058883626008523
BF-B,2023-07-11,2023-07-12,66.54,2023-07-27,70.5,10,0.059513,Time Exit,True,baseline,-2.224056761351867,4,2023,0.7489724437575584
BF-B,2023-11-30,2023-12-01,58.63,2023-12-07,54.13,3,-0.076753,Stop Loss,False,baseline,-11.101043956332202,5,2023,-1.7354952688698955
BG,2023-02-23,2023-02-24,98.15,2023-03-01,95.15,2,-0.030565,Stop Loss,False,baseline,-5.067709779988383,2,2023,-0.02391203380288634
BG,2023-06-30,2023-07-03,94.87,2023-07-10,101.02,3,0.064825,Profit Target,True,baseline,-6.466166594554368,4,2023,-0.28703936148200776
BG,2023-08-23,2023-08-24,112.08,2023-09-11,113.21,10,0.010082,Time Exit,True,baseline,13.914631087020247,5,2023,3.8646473665101966
BG,2023-08-25,2023-08-28,113.1,2023-09-07,110.84,6,-0.019982,Stop Loss,False,baseline,19.527149393616796,6,2023,3.7468188623343495
BG,2023-09-11,2023-09-12,114.87,2023-09-14,113.7,1,-0.010185,Stop Loss,False,baseline,20.620945463582153,7,2023,3.8564115593959114
BIIB,2023-02-06,2023-02-07,286.5,2023-02-16,277.93,6,-0.029913,Stop Loss,False,baseline,-7.427435680104466,3,2023,-0.5581161474568763
BIIB,2023-02-13,2023-02-14,289.82,2023-02-16,277.93,1,-0.041026,Stop Loss,False,baseline,-7.578219653254381,4,2023,-0.8865736877500618
BIIB,2023-05-19,2023-05-22,309.93,2023-05-24,301.82,1,-0.026167,Stop Loss,False,baseline,8.63262309161701,5,2023,3.032008875330105
BK,2023-03-03,2023-03-06,51.39,2023-03-08,49.58,1,-0.035221,Stop Loss,False,baseline,17.187350254395596,4,2023,2.58151794083505
BK,2023-06-27,2023-06-28,43.78,2023-07-14,45.68,10,0.043399,Time Exit,True,baseline,-10.062562679707387,5,2023,-0.7125760325068679
BK,2023-07-07,2023-07-10,44.15,2023-07-17,42.66,4,-0.033749,Stop Loss,False,baseline,-10.638442419269879,6,2023,-0.387221762679536
BK,2023-08-31,2023-09-01,45.25,2023-09-11,45.25,4,0.0,Stop Loss,False,baseline,-2.9258004785266856,7,2023,-0.11335983373380945
BKNG,2023-03-21,2023-03-22,2577.37,2023-03-24,2510.09,1,-0.026104,Stop Loss,False,baseline,28.24514751399121,1,2023,3.830476536099081
BKNG,2023-03-28,2023-03-29,2581.43,2023-04-14,2626.45,10,0.01744,Time Exit,True,baseline,22.847368638107145,2,2023,2.763242020264466
